7.7115 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

33.5998 	EXP 	face: autoDraw = True
34.0831 	EXP 	New trial (rep=3, index=5): {'images': 'ai_images/p3.png'}
34.0834 	WARNING 	Requested image 'ai_images/p3.png' not found but similar filename 'ai_images/p3.jpg' exists. This will be used instead but changing the filename is advised.
34.1014 	EXP 	face: autoDraw = False
34.1014 	EXP 	face: image = 'ai_images/p3.png'
34.1014 	EXP 	face: autoDraw = True
34.5812 	EXP 	New trial (rep=3, index=6): {'images': 'real_images/p2.png'}
34.5814 	WARNING 	Requested image 'real_images/p2.png' not found but similar filename 'real_images/p2.jpg' exists. This will be used instead but changing the filename is advised.
34.5978 	EXP 	face: autoDraw = False
34.5978 	EXP 	face: image = 'real_images/p2.png'
34.5978 	EXP 	face: autoDraw = True
35.0815 	EXP 	New trial (rep=3, index=7): {'images': 'ai_images/p6.png'}
35.0817 	WARNING 	Requested image 'ai_images/p6.png' not found but similar filename 'ai_images/p6.jpg' exists. This will be used instead but changing the filename is advised.
35.0979 	EXP 	face: autoDraw = False
35.0979 	EXP 	face: image = 'ai_images/p6.png'
35.0979 	EXP 	face: autoDraw = True
35.0990 	DATA 	Mouse: wheel shift=(0,0), pos=(638,363)
35.1306 	DATA 	Mouse: wheel shift=(0,0), pos=(638,363)
35.5827 	EXP 	New trial (rep=3, index=8): {'images': 'real_images/p6.png'}
35.5830 	WARNING 	Requested image 'real_images/p6.png' not found but similar filename 'real_images/p6.jpg' exists. This will be used instead but changing the filename is advised.
35.5993 	EXP 	face: autoDraw = False
35.5993 	EXP 	face: image = 'real_images/p6.png'
35.5993 	EXP 	face: autoDraw = True
36.0826 	EXP 	New trial (rep=3, index=9): {'images': 'real_images/p4.png'}
36.0829 	WARNING 	Requested image 'real_images/p4.png' not found but similar filename 'real_images/p4.jpg' exists. This will be used instead but changing the filename is advised.
36.0999 	EXP 	face: autoDraw = False
36.0999 	EXP 	face: image = 'real_images/p4.png'
36.0999 	EXP 	face: autoDraw = True
36.5825 	EXP 	New trial (rep=3, index=10): {'images': 'ai_images/p2.png'}
36.5827 	WARNING 	Requested image 'ai_images/p2.png' not found but similar filename 'ai_images/p2.jpg' exists. This will be used instead but changing the filename is advised.
36.5989 	EXP 	face: autoDraw = False
36.5989 	EXP 	face: image = 'ai_images/p2.png'
36.5989 	EXP 	face: autoDraw = True
37.0815 	EXP 	New trial (rep=3, index=11): {'images': 'ai_images/p5.png'}
37.0818 	WARNING 	Requested image 'ai_images/p5.png' not found but similar filename 'ai_images/p5.jpg' exists. This will be used instead but changing the filename is advised.
37.0989 	EXP 	face: autoDraw = False
37.0989 	EXP 	face: image = 'ai_images/p5.png'
37.0989 	EXP 	face: autoDraw = True
37.5822 	EXP 	New trial (rep=4, index=0): {'images': 'ai_images/p1.png'}
37.5825 	WARNING 	Requested image 'ai_images/p1.png' not found but similar filename 'ai_images/p1.jpg' exists. This will be used instead but changing the filename is advised.
37.6008 	EXP 	face: autoDraw = False
37.6008 	EXP 	face: image = 'ai_images/p1.png'
37.6008 	EXP 	face: autoDraw = True
38.0820 	EXP 	New trial (rep=4, index=1): {'images': 'real_images/p2.png'}
38.0822 	WARNING 	Requested image 'real_images/p2.png' not found but similar filename 'real_images/p2.jpg' exists. This will be used instead but changing the filename is advised.
38.0994 	EXP 	face: autoDraw = False
38.0994 	EXP 	face: image = 'real_images/p2.png'
38.0994 	EXP 	face: autoDraw = True
38.5817 	EXP 	New trial (rep=4, index=2): {'images': 'real_images/p4.png'}
38.5819 	WARNING 	Requested image 'real_images/p4.png' not found but similar filename 'real_images/p4.jpg' exists. This will be used instead but changing the filename is advised.
38.5972 	EXP 	face: autoDraw = False
38.5972 	EXP 	face: image = 'real_images/p4.png'
38.5972 	EXP 	face: autoDraw = True
39.0820 	EXP 	New trial (rep=4, index=3): {'images': 'real_images/p3.png'}
